Contract_ID,Contract_Type,Contract_Date,Balance
KttlBh,TDC,2021-10-03,18767.232302149405
9kI0hx,Saving Account,2022-08-30,109504.15855782418
RqTSTB,Mortgage,2023-09-25,128213.42286796377
sT2ElW,TDC,2022-12-16,30558.464823370636
LGGIDZ,TDC,2021-05-12,80594.00160621766
5QaYwV,TDC,2024-01-21,105281.95427558196
A1WJTn,Checking Account,2023-02-12,148178.03785219297
ZttR2m,Saving Account,2020-10-05,46024.87400420818
KD7jYI,TDC,2020-05-04,101794.51159596756
ZuM4uv,Mortgage,2022-05-29,4097.222153640429
R44oeV,Checking Account,2023-04-07,38610.01675064408
YMMc2H,Checking Account,2024-02-07,12379.83723698548
1uqKls,TDC,2022-08-09,24452.604347992215
I2qGxz,Saving Account,2021-06-12,73889.43330501499
nFyDqn,TDC,2021-12-08,98462.23130272239
iQFJk2,Saving Account,2022-08-19,11217.55593068063
GXEFH8,Saving Account,2020-10-26,29950.406885276658
AivBfv,Saving Account,2023-01-12,32616.58327861906
MS2CNG,Saving Account,2022-01-30,128131.88450454539
Ay2U1U,Checking Account,2022-11-18,723.8712457999611
o5egzv,Checking Account,2023-05-20,118392.32597275761
2dsV3o,TDC,2021-10-14,94294.15408297624
ikQ6xI,Mortgage,2020-03-20,33249.91140386407
EfHCod,TDC,2020-09-01,134771.55573831883
Y77qDv,Mortgage,2021-01-23,60271.361134643084
HO8xWT,Mortgage,2024-02-29,129662.56158328807
yIu0Nd,Saving Account,2021-03-29,21189.224861393774
dKpFsY,Checking Account,2022-04-16,12881.775916428709
CHLzvv,Checking Account,2021-04-02,38280.809800944764
ldJvSI,TDC,2023-08-04,116232.15210299652
w1CDlJ,Checking Account,2022-11-03,7807.382646845995
Tq5u7D,Checking Account,2021-11-07,139292.37273145662
a0ZnKU,Saving Account,2023-12-14,17158.66814609539
TQhjxi,Checking Account,2023-04-25,69183.53850289587
jhvMO4,TDC,2022-07-05,97831.79643954278
dHvpqy,TDC,2020-01-04,107107.04738615155
5fb0PH,Checking Account,2022-10-16,30764.491785728966
LX5kGg,Mortgage,2024-02-15,119393.92895333844
XM6jRd,TDC,2022-02-04,9675.351830340816
qXJJoC,TDC,2020-04-16,10494.937730222942
KW07iU,TDC,2022-01-02,124791.32561569099
4kPfF0,TDC,2021-03-28,44290.70658069291
0lS1fG,Mortgage,2023-01-25,130411.54111718661
aHbfgF,TDC,2021-12-26,122240.86702404922
i8Aasi,Saving Account,2022-11-28,107771.9690417068
NmiNxx,Mortgage,2022-05-10,142362.99332796803
OCGuli,Saving Account,2021-07-23,108827.60828340906
g4nJv3,Saving Account,2023-12-25,43169.70798574126
899l7Y,Mortgage,2022-01-15,21167.58530528137
VRvbfv,TDC,2022-08-20,38317.34960297012
Ve1ijK,Checking Account,2020-04-18,4613.603622654444
oyQqhu,Saving Account,2022-10-09,35849.48561929986
0cup65,Saving Account,2021-04-23,79716.53014321068
iHqbo6,Checking Account,2020-11-23,23693.198034166744
twmf3o,Mortgage,2023-03-15,132665.0673504269
2tvwU2,Mortgage,2023-12-01,107621.36852613877
RMyYbm,Mortgage,2024-03-04,109246.19437151134
Cexo09,Checking Account,2021-10-12,37494.156642786475
DWPCSU,Saving Account,2021-12-20,98449.5076776488
r4jc56,Checking Account,2021-06-30,126216.5643996616
KzZJum,Mortgage,2021-11-18,95552.15144600817
UvURbr,Checking Account,2022-09-30,95567.15757387267
eixKi8,TDC,2020-08-12,44361.76240514431
VLil9P,Saving Account,2023-04-23,14696.007064279585
7jKDnh,Checking Account,2022-12-07,21193.888059111312
Ov3kcX,TDC,2022-01-18,120076.74987759891
SPpapn,Mortgage,2023-10-12,78718.51680868487
SGx5He,Checking Account,2021-07-14,105907.01446854511
Q5xKfH,Saving Account,2020-04-09,89217.16488185913
o6fqDZ,Mortgage,2021-02-03,109333.63351124385
aosXhU,Mortgage,2022-10-03,132677.97791305566
Owf1C8,Checking Account,2022-05-28,141702.82190053823
PRZdHU,TDC,2020-11-20,147989.34776139475
ggd5rq,TDC,2022-06-30,137796.26695780916
N56RCe,Mortgage,2020-07-29,137689.33590083168
NBeFIW,Saving Account,2024-03-05,7721.777052115096
Huf1CM,Mortgage,2022-10-30,30897.84001258831
H5UiJB,Checking Account,2022-03-27,41570.38843433284
xM13pk,Saving Account,2021-03-20,110541.16563288902
PctNOX,Checking Account,2022-10-15,78957.2299987619
7seEgK,Checking Account,2020-05-05,25252.81716514912
X4HhSi,Mortgage,2020-10-02,66408.98942352277
eyQShd,TDC,2023-02-07,96438.00309797798
6sLJWy,Mortgage,2020-01-07,113063.04445860251
0ySBXZ,Checking Account,2023-09-17,96459.45130192206
3KzCIs,Saving Account,2022-05-17,116183.16729260197
XXisxq,Saving Account,2022-06-26,86338.96695247383
q19Y2M,Checking Account,2023-02-07,121810.00943399007
37s7Nb,Saving Account,2023-04-07,80824.43444956436
vp09xU,Mortgage,2022-11-12,90426.30155284071
F2sycS,TDC,2022-12-09,105547.49939659066
otYcC6,TDC,2023-10-24,63293.26306796733
6adUVk,Mortgage,2022-04-15,57805.35939195541
E0eZH7,Checking Account,2024-01-16,28654.176166810514
NsiWHa,Saving Account,2021-12-09,1423.7447323729746
4rdIaZ,Checking Account,2023-06-06,83956.4957923181
Isqpa9,Saving Account,2022-05-12,120201.61522880518
mXnKJi,Saving Account,2022-01-20,79302.70048825066
sw8zuP,Saving Account,2021-03-07,26419.249532058573
8iz2lM,Saving Account,2020-10-08,101065.90756266387
mEr3I2,TDC,2020-01-09,28567.71546766569
mn7Ptx,TDC,2023-07-06,45388.112436128264
sVabcK,Mortgage,2022-09-24,119833.51572633297
pTy1YY,TDC,2023-10-18,66946.85965021575
EWELal,TDC,2023-10-31,140114.15520010958
3afqqs,Saving Account,2021-11-06,81476.08460300865
JuEXfB,Checking Account,2021-06-30,73696.52706336543
GciEoC,Saving Account,2021-04-13,101798.66624886307
8X80Sn,TDC,2021-11-10,62256.52131760497
alDkdc,TDC,2020-03-15,46364.99839656264
jbYnpg,Saving Account,2022-12-25,127669.48061488755
bguTng,Saving Account,2023-11-17,98619.40625541373
pEGq1l,TDC,2020-02-20,23950.08693571957
mIlBUm,Checking Account,2020-03-13,128575.87232362629
89ddo1,Checking Account,2021-01-21,116229.45290934402
gqn2Y6,Saving Account,2021-10-19,6180.502700996974
lZML1d,Mortgage,2023-04-11,134414.91932854636
Kqlpft,TDC,2024-02-12,74633.53316940117
gyLJjq,Mortgage,2022-10-09,141461.2827291762
zQcGrl,TDC,2020-05-22,85029.88456568473
T6KRQx,Saving Account,2020-03-13,25073.655027085082
ympklO,Checking Account,2024-02-13,81509.22088357041
tFS1N5,Checking Account,2021-08-06,136574.17002869464
HSDOYo,Checking Account,2021-12-30,33828.16702461837
uztS5A,Checking Account,2022-07-16,106575.5860023614
b3d7aV,TDC,2020-11-22,64674.75882636484
SAk4vh,Saving Account,2020-06-30,52239.332690738695
qL0Z7x,Mortgage,2021-02-19,129178.61105780819
zXiVZd,Saving Account,2024-01-01,66143.23960270552
aJXx5G,Mortgage,2020-01-29,50524.69492565205
u13dcw,Checking Account,2020-09-27,88195.57705646426
M2y6jM,Checking Account,2022-01-06,110616.71830706748
IZrDzH,Checking Account,2022-07-30,89788.06097765165
BaYiER,Mortgage,2020-03-14,2865.019786962196
S7Z7LU,Saving Account,2020-04-14,4430.744597627738
y18XWu,Saving Account,2020-01-30,67048.6625716643
BpNyYl,Checking Account,2021-01-25,35778.69533642757
yrb6q6,Checking Account,2024-01-16,117929.36654369881
oc1K8T,Mortgage,2020-08-14,127317.31491140217
MxHpSg,Checking Account,2021-11-10,127062.87572531044
BG1gmO,Checking Account,2023-03-29,43698.62996988964
ttu3pP,TDC,2024-03-01,91279.89492640237
P7bxed,TDC,2020-09-03,12304.630758282616
YK40OH,TDC,2023-10-17,37180.79653694507
1PviFz,Saving Account,2023-06-18,56043.43256901063
8pt2eM,TDC,2020-12-03,20235.253125557996
lvcuMR,Checking Account,2021-01-06,68843.08535060751
03mhfq,Mortgage,2022-09-22,138197.61064665855
6rqlRU,Checking Account,2020-12-06,30995.16185140194
54WYCi,Saving Account,2023-11-10,10594.81956017295
FDzF3b,Saving Account,2022-04-18,1676.1563759252763
owq8je,Checking Account,2022-10-19,81834.60542595731
iuryDQ,TDC,2020-01-28,25326.205977566973
PY5C73,Checking Account,2020-04-05,49667.465851994915
ixmOam,Mortgage,2023-05-30,38618.40639118496
RrztAV,TDC,2021-11-28,37109.327971260805
XPWm0w,Checking Account,2022-01-28,24982.123061644088
pnqhuw,Mortgage,2021-05-30,125539.36281031047
epBhyS,TDC,2020-08-23,133452.08000132858
mVQxYf,Mortgage,2022-09-30,114926.69991364155
1aiuAN,Saving Account,2020-04-21,84034.16221462909
jptzyS,Saving Account,2020-04-05,93249.60239229024
1PvJv5,Mortgage,2023-09-20,62195.29233205346
TqEs2S,Saving Account,2022-10-20,23584.869192963102
a89Haw,Saving Account,2022-07-14,136671.36827413645
coQabV,Checking Account,2020-03-15,72189.55298730628
Nl6ddz,Mortgage,2023-10-25,93445.9648998916
SNf9Cz,TDC,2020-03-28,77231.40373316563
B1eWpC,TDC,2022-09-16,25993.989571707727
yQA4Wx,Mortgage,2020-12-20,1000.0958010218791
13jYhy,Checking Account,2024-01-23,51769.38287830076
pU6fjP,Saving Account,2023-09-03,50429.23295104063
qcoY1H,TDC,2021-09-15,142995.11635646093
nOSyRf,Saving Account,2023-04-07,87018.94805840305
TcUMMz,Saving Account,2023-04-10,37431.07392113138
WVyJS3,TDC,2021-02-14,94954.29968748242
D4paT9,Saving Account,2023-05-03,61380.141360578
ITdhU5,Saving Account,2020-01-16,87207.91539997212
PJrFeA,Checking Account,2022-02-06,102212.97606382477
FyN3hX,Mortgage,2021-02-09,145636.15136420252
Ol7Yvq,Saving Account,2023-05-27,134048.1577262273
TPOrRw,Mortgage,2023-12-20,23386.983435341972
pR82NB,Mortgage,2020-06-04,77141.55310621769
uhWrAm,TDC,2022-05-13,139197.68877427262
SCehHx,Saving Account,2020-08-20,134949.4942256913
Yaubqg,Checking Account,2020-05-04,32855.10227519191
30TaxO,Saving Account,2021-07-29,59137.61192041308
240LMn,Mortgage,2023-01-31,111814.35973090357
mYmASm,Checking Account,2021-05-09,31792.433740425608
doOw4i,Checking Account,2022-09-03,107448.8779716866
KRNxGC,TDC,2022-03-22,75219.91265539371
mw2NlE,TDC,2023-08-09,50796.650876808795
0F1KAO,Saving Account,2022-10-16,78784.08361115392
qUfSN4,Mortgage,2024-03-02,126087.47950002512
5yuz32,Saving Account,2020-11-07,27016.176668640706
lJmwXy,TDC,2023-08-08,110224.72501470425
s5JuNg,TDC,2022-04-09,24752.16805194017
m0nY13,Saving Account,2022-11-20,127788.53393375118
e7j2qx,TDC,2022-08-10,136245.72249811265
PHW534,Mortgage,2023-09-24,103974.71587607154
VF7Y1H,Saving Account,2023-05-31,66461.44815158371
7N0Gh6,Saving Account,2022-08-22,108721.83477785892
1fAj3t,Mortgage,2023-05-03,113614.493559504
c1VE6n,Saving Account,2020-11-24,100207.72557082008
Wn3O7T,TDC,2022-05-21,132811.633336626
bwAL94,Saving Account,2022-03-10,96313.1577001954
FOFbIq,Mortgage,2024-01-31,18841.209120852964
V0PoGz,Checking Account,2021-04-09,134099.42009155898
Y6kvY1,Mortgage,2022-03-24,41193.32115712789
KiCmG8,Saving Account,2021-01-20,25922.046404088844
ACxCuX,Saving Account,2020-09-02,40933.91506993619
GqSafq,Mortgage,2020-10-14,47458.59425290314
drtdbm,TDC,2021-07-03,77671.30730906123
i4WKQT,TDC,2020-04-14,7598.545828488903
yaRQPA,TDC,2020-06-06,12826.235905022373
mILviy,TDC,2021-03-19,74843.18999016404
PNBLUv,Checking Account,2021-10-05,60590.19312829955
ISVQj9,TDC,2023-09-23,119689.00961869559
sFbe13,TDC,2021-10-19,38623.23418922194
j0qybu,Checking Account,2022-02-28,39218.609558267846
YxyIYf,Mortgage,2021-01-29,1207.2744446964784
DbqXxG,Mortgage,2022-04-03,39448.64683186246
AYQtbe,Checking Account,2020-08-25,38758.85266372184
ariQ5t,Saving Account,2020-06-21,46701.66195923271
KOgMJ1,Checking Account,2021-07-31,53427.689816005724
4niVWe,Saving Account,2024-01-27,45288.48362331401
zT4yR4,TDC,2021-09-10,5410.277661637286
ly9aG8,Mortgage,2020-07-06,50660.616362755885
wUWwUp,Saving Account,2023-06-27,132384.72085972445
Om79iF,Checking Account,2024-02-08,91795.41448506305
iVRLj8,TDC,2023-11-29,83436.31639088916
hZ9pdn,Checking Account,2020-10-16,29546.466450363096
veROWJ,Checking Account,2023-06-20,83790.45522858083
OBfzcj,Saving Account,2020-03-17,63369.82537227303
J4LKJV,Checking Account,2021-09-26,74372.31217095291
LAO8e9,Checking Account,2024-01-01,64433.34485741966
x6BMwl,Mortgage,2022-05-18,57701.794967990805
z1v2gy,Saving Account,2020-02-18,19072.322252424405
BYJOlv,Mortgage,2022-05-28,85611.78145512105
m3ya0k,Mortgage,2021-02-26,130553.64543418819
CrLCff,Saving Account,2023-12-17,24762.52750456491
umaQuh,TDC,2022-10-21,76011.98582234023
ygoDEo,TDC,2023-03-05,134547.02951456726
HYicen,Checking Account,2022-06-08,118612.88969731142
xwj7wV,Saving Account,2024-02-26,75297.51712953678
D8GwMB,Saving Account,2023-02-11,110324.88901850606
LijeMV,Saving Account,2023-12-28,47467.80390812411
aO3Fwc,Mortgage,2021-05-04,27250.012551340144
YnOApl,Mortgage,2021-01-01,41260.09464485539
ntDif9,TDC,2023-03-14,51043.987586527976
Js2Y49,Saving Account,2020-01-27,6603.729310873438
7ocW5J,TDC,2020-03-26,97894.85794730816
IIp5SL,Mortgage,2023-12-27,44658.66763940549
ZJogmt,Saving Account,2020-02-21,36764.26152585589
jlzoqi,Checking Account,2020-02-03,73083.20379189207
4Fd9p2,Saving Account,2020-12-28,31638.57203727534
bu5dJv,Checking Account,2023-05-19,36860.09834418046
hM1ORa,Mortgage,2023-07-09,143295.61219325
WmRYkj,Checking Account,2021-05-23,125051.89734819032
EXKV4q,Checking Account,2020-06-23,127644.83283142836
Vl7NTo,Saving Account,2022-09-06,37925.35065562136
RbDDsc,Saving Account,2023-02-15,99347.77886891835
VBF9EP,TDC,2023-06-20,8575.207352771235
JFv2IL,Checking Account,2024-01-04,62082.311716981814
9QXuQX,Checking Account,2022-10-06,33440.37800671556
WjrdqN,Saving Account,2024-02-17,115540.30926205264
stYkXD,TDC,2022-12-22,16504.643164353474
S7usL7,TDC,2020-05-21,75562.58767729478
BmZ3pQ,TDC,2021-03-18,61956.32710553171
e5SVoe,Saving Account,2021-02-01,82506.99956428129
5mj5wb,Mortgage,2021-12-25,56323.189478646935
NnKQXK,Checking Account,2020-03-30,6397.8337133869645
sr6bgF,Mortgage,2024-02-23,115322.05382048344
afD44A,TDC,2023-03-29,89630.27182128845
8iXpJz,Saving Account,2020-06-14,57641.640835547994
3qsRkr,Checking Account,2021-10-19,35484.647609390704
ux5Jhk,Mortgage,2020-12-29,3716.259367928221
BgvV09,Checking Account,2021-02-15,122998.18945085733
4ktqml,Checking Account,2021-02-25,23623.197702533766
zHfa1G,Mortgage,2023-11-01,110373.4231649545
GNkjsy,Mortgage,2023-04-12,25094.833784399285
Es3B9U,Mortgage,2022-07-07,122422.330977967
pQqfQE,Mortgage,2022-07-21,27146.227416902693
x6FQXi,Checking Account,2024-02-25,19341.835998942803
HalWDq,Mortgage,2023-02-07,55843.63174368084
Z6yd4B,Mortgage,2022-11-23,8473.340573392026
KZCJTY,TDC,2023-02-26,117024.45421831284
LnBMxU,Checking Account,2020-06-20,50578.55192716871
Jk64NP,Saving Account,2023-10-19,17274.300884629527
BytKk5,Checking Account,2020-07-28,112376.84874620612
KsKnXn,Saving Account,2022-04-25,45094.25848969548
An5xkf,Mortgage,2020-07-02,137502.02879357393
bhp0DO,TDC,2021-07-29,60205.149131061786
lh5ahF,Mortgage,2021-07-16,104928.04772345713
ytSAqn,TDC,2023-12-01,105002.11925637841
O147x9,Saving Account,2023-05-09,126592.56377917802
Y5Pghe,Mortgage,2021-02-19,121618.20107365334
jd7hC8,Mortgage,2023-11-26,79378.83051977465
tSexpq,Saving Account,2021-07-21,46040.87353452127
AZszEQ,Checking Account,2020-03-24,23211.520039967796
UhOHvI,Checking Account,2020-04-07,23630.751022494067
cptvnc,Saving Account,2021-09-26,102284.01420909974
tK77MC,Mortgage,2021-03-28,74336.9229662969
f1Yah6,Checking Account,2024-01-02,89687.03282725962
JJNC9J,Checking Account,2023-05-26,116696.94244753214
TN7WkY,TDC,2021-07-16,19501.341939835474
XEY5Ur,TDC,2021-03-10,50941.6196227805
kBxrvX,Saving Account,2023-09-09,17497.174087445175
5rqS5v,Saving Account,2023-10-26,17161.613944803743
Xvc0mF,Saving Account,2020-01-12,114466.64836455983
UpQ4ru,Saving Account,2020-08-02,97392.69602909226
MTTXNR,Mortgage,2022-01-30,73302.54487140196
BSfEb0,TDC,2021-06-05,75255.78636490977
ZbU4yR,Checking Account,2020-12-08,46372.226415740726
TkfOFp,Saving Account,2020-11-13,111961.70245472214
n50Hib,Saving Account,2020-04-27,26930.438999994505
rKnAWK,Checking Account,2021-10-20,43799.945141957
FKobNu,Checking Account,2021-06-23,78639.38021060797
2SouzL,Mortgage,2022-04-09,110477.60909649185
1XYDhn,Checking Account,2022-10-24,75565.98500847073
c2k3gf,Saving Account,2020-04-23,79448.36531830273
ukS6VU,Checking Account,2020-09-08,32219.92845238683
TEoYVx,TDC,2020-09-30,108170.9501133135
dCreUV,TDC,2022-09-17,104924.0487801633
G8ZhwX,TDC,2022-08-18,36089.94928006528
svCHrp,Saving Account,2020-12-28,116596.67682030304
uMwaZL,Checking Account,2023-07-29,120828.96435381577
zoyhrf,Mortgage,2022-05-09,60402.23568669768
sCoFzu,Mortgage,2020-05-17,100496.39584383859
g83ZWB,Saving Account,2021-03-20,103063.73376566956
WCuRxr,Checking Account,2024-01-25,28485.763773694245
Oaldtv,Saving Account,2023-01-01,104300.80254153516
RlkGNG,TDC,2022-02-16,36540.46516510297
NsddJ9,Saving Account,2023-03-29,48789.61222437826
RreAyB,Checking Account,2023-04-18,67158.19366759807
hhN2vD,TDC,2021-08-11,6483.659408698661
rX0ImT,TDC,2020-03-31,134726.75928130088
LBTgd8,TDC,2022-08-30,36108.84916102255
RrcnZk,Checking Account,2021-07-09,114300.03318699812
WmAtP1,Saving Account,2020-11-30,9984.662611877347
aG3sz4,Saving Account,2021-12-18,101729.25269745821
WTSioW,Mortgage,2022-07-09,58173.660845691506
ogIfcx,Checking Account,2022-05-27,90357.89330983751
U6WAvs,Checking Account,2020-11-09,63687.85006188892
x3VZ4v,TDC,2024-02-04,43285.68210914196
MB2c7M,Mortgage,2021-12-26,27060.95981385764
gk1a4G,Saving Account,2022-02-23,67447.49460859425
eFz2qt,Mortgage,2020-06-07,110879.72880502285
FMzObi,Mortgage,2023-11-20,81892.03361397011
ZjumDj,Checking Account,2021-11-18,126039.15531163229
jCogjq,Mortgage,2024-02-12,135950.29079070804
MNbSjs,TDC,2024-01-09,131800.21066171126
Oi8RRR,Checking Account,2023-10-20,51612.496714408226
wrMpqC,TDC,2020-11-01,106557.80051347594
9ibAhC,TDC,2021-06-30,69852.57780357666
eLdVfi,Mortgage,2024-02-23,32094.083153946613
qM59Pk,TDC,2023-09-10,68381.96129546323
AddTnm,Mortgage,2022-08-02,147690.1305575109
ZbBnI4,Saving Account,2021-05-01,36575.604620517515
nqN1uu,TDC,2021-06-14,115035.67056062334
DFpZ8M,TDC,2023-01-21,142493.4290621639
jU9HpY,Checking Account,2024-02-02,59725.67272154817
EDYsPC,TDC,2022-12-18,134596.58631276528
gu6g44,Checking Account,2023-07-14,95787.42715688217
dVFKfa,Checking Account,2022-07-24,138588.1304607474
855ioL,Saving Account,2022-08-19,107335.26523222415
iEe0yN,TDC,2023-10-30,39673.341253908475
r5wv3E,Mortgage,2023-09-16,58634.496023154876
B7unG5,TDC,2023-05-19,43572.82732304516
v8YOlg,Saving Account,2020-02-08,138042.59658263868
aq6HXm,Checking Account,2023-06-17,68492.26103861569
cTfkFF,Mortgage,2023-10-25,54085.431294502094
JORaRB,Saving Account,2021-10-20,13883.669026374471
85aQFL,TDC,2023-03-14,23214.47955138526
dt01Ju,Checking Account,2023-10-08,89793.77074380197
klPgxR,TDC,2022-10-02,42723.89570699272
guzMqW,Mortgage,2023-02-06,94747.1071141598
F17AMX,Checking Account,2020-06-14,7613.799530352716
IoocrK,TDC,2021-05-05,89195.69594747068
VNQq9s,Mortgage,2021-08-27,49927.68770923601
kElXfg,TDC,2021-10-17,12598.337553262647
Hh8O0T,Saving Account,2021-08-03,99411.82087534801
uzvTZR,Mortgage,2021-01-06,141752.42434736813
dCi0dp,Checking Account,2020-07-25,147469.53743385084
fRyEnP,Saving Account,2023-08-14,60947.26101676258
l0Qtr0,Saving Account,2023-10-12,127640.29220437491
AZPA9v,Checking Account,2021-08-02,124570.51037872826
hYhyIw,Mortgage,2023-12-23,98374.89430979831
ILN9VL,Saving Account,2021-08-05,36191.62154121308
q6cUHk,Mortgage,2024-01-21,115677.17160546691
MAS21s,Saving Account,2021-08-25,40562.42477427359
J8KG8i,TDC,2023-01-03,148444.50393958515
W1fJ4s,TDC,2022-05-18,98925.56487341234
sepD1u,TDC,2023-10-07,129072.08705118432
qSExrs,Checking Account,2021-03-14,31268.325508386617
8lJrvq,Saving Account,2023-01-08,70117.43746756791
0P67Z8,Saving Account,2023-06-27,17402.596621821995
I1G6bB,Saving Account,2022-12-14,72431.79835743982
C8Pfwg,Saving Account,2022-11-05,105095.09181210754
wzSeL5,Checking Account,2020-10-21,77198.12470142498
PEhDIm,Saving Account,2023-05-15,12929.098923062129
JVvVP4,Saving Account,2020-11-18,5908.941068780911
KPF6kX,TDC,2020-04-16,16369.222800106256
4ohD43,Checking Account,2023-05-27,73254.84847953786
3wNEsD,Saving Account,2021-08-08,113368.6509410099
euu1ur,Mortgage,2023-07-26,16032.114533340495
r5godh,Checking Account,2020-11-18,42396.86712988157
Q8QvbX,Checking Account,2020-10-11,41261.78514082119
Ob37L5,TDC,2020-10-27,85608.76029841621
dyCjTD,Saving Account,2020-03-16,130655.73808656176
hNIhSQ,Saving Account,2021-06-07,25309.84526378612
055P9S,TDC,2023-06-09,63392.50027447866
2oCxPd,Saving Account,2023-08-17,119345.28583590024
dmiOys,Checking Account,2024-01-25,104900.3916014941
h5pKTx,Checking Account,2021-08-09,108633.95651242562
mSjBV8,Checking Account,2022-10-07,88298.37003432355
S4D2g0,Mortgage,2020-04-07,78280.92047317229
amd7XV,Checking Account,2023-11-08,67947.94809179362
SjqSnl,TDC,2023-08-09,54483.04215813255
ZS1XmI,Saving Account,2020-06-10,101929.43659554751
JSbFxW,Mortgage,2023-05-06,52402.703496959024
5lItHp,Checking Account,2022-07-28,35430.58534737502
GNqJRz,Saving Account,2022-05-02,93963.52349915229
BYoFpi,Saving Account,2022-08-18,107026.62684882423
OjhFjO,Saving Account,2020-03-13,15721.516245731624
xjNBUU,Mortgage,2021-07-20,11765.680179634568
RJGiQB,Saving Account,2020-08-25,93267.61568240476
oTYCao,TDC,2020-09-11,39589.963934716485
d2YrLO,Saving Account,2021-07-09,124192.25173705246
hAfUHX,Mortgage,2021-12-18,135675.43967039773
fNCHVs,Mortgage,2021-10-07,147400.00647719466
bQjGWL,Mortgage,2021-06-11,122508.15740893697
dlpdkF,Saving Account,2021-04-11,17650.282828838266
V2IqKm,Saving Account,2023-12-22,40609.87440821783
yBnC9J,Saving Account,2023-04-07,39158.149921461736
thjuer,Saving Account,2021-03-25,13058.793201424836
PHDjMV,TDC,2024-02-11,78105.38260510507
vxvZNr,Checking Account,2021-05-15,104276.86099332232
QHeZGE,TDC,2021-10-26,86091.4233875273
s6IISC,Mortgage,2023-02-21,111265.62672444356
hU5V3u,TDC,2020-09-22,71308.40661550667
Ff8CHG,Checking Account,2021-12-02,1486.2746616574016
OEzTKY,Saving Account,2022-11-18,9441.292614035874
x7MnDd,Mortgage,2020-08-02,62889.68294833357
JtNMkV,Saving Account,2022-10-26,12434.518941766466
WeCWVv,Checking Account,2021-12-21,125085.78990137225
lBzlka,Checking Account,2020-08-04,97528.03058662226
Sf81qG,Checking Account,2021-09-27,110109.92441007464
IedYWl,Mortgage,2022-04-19,5146.75550425381
Y1KO54,Checking Account,2024-03-05,10451.139078442036
8xUODe,Saving Account,2022-09-05,18633.583328240664
FpK5iJ,Saving Account,2021-07-01,143094.49135416423
Zdt0Nk,Saving Account,2021-05-07,89972.70139484976
StsQj3,Saving Account,2020-07-08,90665.03445085812
67dV9D,TDC,2020-02-16,29095.603347544256
R5Xpsl,Mortgage,2023-12-17,18606.696481003364
k9dbAp,TDC,2023-10-11,31683.44843825274
bdareW,TDC,2022-12-29,92048.38874524712
4OLdjf,TDC,2020-08-13,115383.87453743443
huWIfw,Mortgage,2022-12-17,15408.124031862802
nFyUxt,Checking Account,2021-07-09,84628.72994983307
ryqnSA,Mortgage,2021-05-20,100927.34337017818
17W9y9,Mortgage,2022-10-30,25117.750984939285
1d03e0,Mortgage,2020-11-12,32457.797166387038
Q0UsZY,Checking Account,2020-07-08,52451.58229836763
Iy5m3e,Mortgage,2023-01-11,40260.134432136554
EzirJK,TDC,2023-11-26,67258.8729472348
WOoms9,Mortgage,2021-03-25,111509.45589799687
IuL28x,Checking Account,2021-07-17,20271.53295458818
QcDqfy,TDC,2022-08-13,39274.37907856928
09oI2j,Saving Account,2020-03-16,53801.35802922278
Ob8ntn,Mortgage,2020-05-25,120853.54988138251
3T0nLd,Saving Account,2022-12-20,37548.88027159332
9DSxTP,TDC,2021-11-11,50379.06583192718
D9aSdP,Mortgage,2023-09-17,14456.140275030342
QlwJvg,Saving Account,2022-09-14,62141.32122240123
Ou9dtM,TDC,2024-02-23,75959.2893909058
HShRVd,TDC,2022-05-05,8389.491529316801
Bx1NfK,TDC,2023-09-19,68143.85867860513
0ZQ4CS,Saving Account,2022-09-19,59033.02247889324
E59oso,Checking Account,2022-08-08,128675.80591288685
nNQX1t,TDC,2020-12-24,87084.37408640754
3bBm7W,Saving Account,2020-01-26,15117.323938817955
cmvJU3,Mortgage,2021-12-07,14639.271623658773
Ct65xd,Saving Account,2022-01-09,34971.72274840416
p3RkUg,Checking Account,2020-04-11,149758.5488868709
UWFY2L,Saving Account,2021-01-03,532.9397656040517
ipxYZM,Saving Account,2020-04-28,41965.78994237711
r9MfRj,Checking Account,2020-11-14,146591.86893647583
HocBMB,Checking Account,2020-11-17,96061.98166610832
I8a7oT,Checking Account,2023-11-22,144638.3938370364
fxqbgm,Checking Account,2022-10-03,1023.8839272959672
UwMWfZ,TDC,2024-02-05,56589.129100068014
U6nFEv,Checking Account,2023-05-20,70377.86848531706
5B1iG6,Saving Account,2023-11-15,35336.819881322015
iEg3gQ,Saving Account,2022-07-18,78844.2515481841
Kzeoz2,Mortgage,2020-11-03,103265.60684733251
MLOhv8,TDC,2021-07-07,45061.94082279427
9lyvIP,Saving Account,2021-07-31,77038.64202676351
AYHYD3,TDC,2020-01-12,96961.80577827976
xJCM9O,Checking Account,2021-04-06,135060.20898425387
QTRP5W,TDC,2022-12-15,42047.77743026872
EfpunL,Mortgage,2021-03-10,101698.99036715808
6gW2y9,TDC,2023-08-13,145863.998743705
sFYh0d,Checking Account,2022-11-19,17068.076363996104
0j3RKu,Mortgage,2020-01-15,15072.159134241168
bl1a1Q,Saving Account,2021-06-10,49325.93240112595
jWVcV1,Mortgage,2022-08-16,24946.535476034387
YROPU6,Mortgage,2020-04-02,126143.92409300433
Y3csM1,Checking Account,2021-06-19,21127.8356622013
vkcvBA,Saving Account,2020-09-12,99561.18766423495
