Transaction_ID,Transaction_Date,Contract_ID,Transaction_Type,Amount
Ty1ruX,2022-08-02,dMcrlX,International Wire,51121.21623717048
uZ6886,2023-05-16,fznx3f,Deposit,132898.4548198539
l0jW7E,2022-07-08,DhS9dH,Deposit,63200.252308622876
wozc37,2024-01-20,EMB2J5,Domestic Wire,68783.0046349046
Nhylr9,2022-11-12,IuKjMH,Withdraw,123153.68633034156
JuJFRg,2022-08-31,pLSnUS,Domestic Wire,41190.41246069736
DqIveS,2022-11-13,YwW66s,TDC,106874.60530781891
ytrkEj,2023-10-28,K7fgkB,Deposit,12544.04301299895
PrUWr9,2022-05-09,Cy2pVu,Domestic Wire,146657.12120966357
oQp55w,2022-12-29,5IzD22,TDC,28625.823789700786
URVb82,2021-04-15,DhKMvF,Withdraw,85823.0420397366
OgRTCo,2021-08-16,u9dPf9,Withdraw,32507.861957041234
aO53hi,2021-12-08,t6zAwb,Deposit,54500.817822436016
VjSo7i,2021-06-26,WsSpmh,International Wire,50750.73705161032
4c79Ts,2021-08-30,4R6yHd,Withdraw,118164.3891011606
JNYOAk,2022-09-05,nSKo9L,Domestic Wire,36124.11014024178
13XryJ,2022-12-22,4cAO5B,Deposit,68282.0378333803
oU6rxc,2024-01-05,WMJeEe,Domestic Wire,38240.43438032354
BajUuQ,2023-04-20,eXaLKN,Deposit,73315.22221862686
IYF0Mw,2021-11-23,iAV2vj,Withdraw,100458.0390114057
aZAX5A,2022-07-26,vAzOMR,International Wire,7905.0871280668725
JJyzTd,2023-12-30,BwFZsq,Domestic Wire,93465.13694811075
jNv0KZ,2021-03-14,KMn01h,Withdraw,45272.61211312044
A2dBG5,2021-02-03,UK6QVl,Withdraw,82460.12513949504
Mgp8FS,2022-09-23,L7crAo,Domestic Wire,73638.0884083515
PNJlBw,2021-11-19,O0mUco,Domestic Wire,24832.11635049957
cjFFod,2021-05-17,lo7WbY,TDC,62695.0196010925
boVx4F,2022-10-03,cRxP2L,Domestic Wire,72221.80879778645
NEUAnd,2023-06-29,pgNsWq,Domestic Wire,126056.68168873597
xK9Y2d,2023-06-04,Kfm72H,Domestic Wire,101105.53805052576
dfH4LY,2022-10-02,mgElhb,Deposit,128923.43049384835
zJp5mT,2023-04-21,hJjHvp,Deposit,39208.116228118815
bls9nA,2021-11-23,zDun9P,TDC,64032.037145073125
NFe85u,2023-09-11,rjEgyk,International Wire,110273.89846833024
5cwYmm,2021-01-07,ZMSrzi,TDC,36479.131912256555
MCp3ND,2023-11-05,LFb9Lr,International Wire,55944.01773704653
RtKiAD,2021-07-31,KBkV67,Withdraw,51951.17665811826
sqrIv9,2023-04-05,VQPcYF,Deposit,53215.27436305448
cwfhkF,2023-09-26,1bp4Zx,Deposit,20815.929027694907
7vJQ5W,2023-01-31,c6y7QP,TDC,97722.3791145348
yyAcwd,2022-04-25,dSPWVl,Domestic Wire,116903.93086042981
S8bvSd,2022-08-14,PG8SoY,TDC,140884.00456148534
zPQAjz,2023-04-25,vxrSc6,Deposit,43305.54225964261
ClGJgF,2023-04-15,G8dBxl,TDC,63914.3099956427
b3UQEh,2021-04-13,8ewhn3,TDC,76786.10673297447
dqI3jn,2021-05-02,OmmNNJ,Withdraw,46515.770662198316
Ki7QJV,2023-07-29,wXlJBg,Withdraw,39747.66988269324
raeAYK,2024-02-09,9siHJj,Domestic Wire,129065.9355108057
q9QUKn,2023-02-05,GZ1PyF,TDC,45232.4067254381
Ux4xxK,2021-01-24,yQwNAw,Domestic Wire,102554.53035993419
LoHpCh,2021-11-13,wykWTQ,Deposit,31913.12470244039
4Uxbdy,2022-10-14,2ldo2f,Domestic Wire,44638.16838709934
1PMwUm,2023-08-17,6X94au,Withdraw,24450.33298956675
VaYm9W,2022-07-14,MLb4JR,Withdraw,85065.85747576423
F8TKyr,2022-04-30,hUGblk,Withdraw,142333.07226041332
lPeQG0,2021-05-11,WKQYeD,TDC,91404.09060757402
e6IOvP,2024-03-03,fcngw6,TDC,135523.27273936113
lVPIjh,2021-02-06,meck5Q,TDC,7075.828676806085
AXXYyh,2022-01-07,MTDb7i,Domestic Wire,87406.4912558492
EUF3oQ,2023-08-12,cZYJVv,International Wire,16650.98999519176
2D6XAN,2021-02-13,XMrLmw,TDC,83225.78239644915
XsV3vc,2023-07-03,FdDPsc,Deposit,112773.45353829731
AVCnJs,2023-03-08,fHjuqh,Domestic Wire,122668.09029812907
d7jvyh,2022-07-25,nRRLQu,TDC,120320.22121829593
kXnUkc,2021-08-27,Fm79lw,Domestic Wire,72484.99033475427
IMSHSL,2022-12-25,NBFv3S,Withdraw,60038.51517050546
ZzTvOe,2022-02-06,yQsYz7,Deposit,138315.73522084218
tVoATL,2021-06-21,dTH7A1,Domestic Wire,34771.84260094269
QpahEw,2023-07-11,Zem7Iw,Deposit,23123.671493499154
xnx5Xo,2022-11-26,KhHwY8,Domestic Wire,17608.11987917765
9qBPJ9,2022-03-09,O9hKuz,TDC,111328.67842450422
mHlopa,2021-12-08,MhGEhN,Withdraw,97947.45419106378
Rn1tBx,2022-08-18,JVmO2B,Withdraw,28497.14268821855
mvtKdS,2022-08-20,nypJxt,Deposit,137582.65183633807
njNqbv,2024-03-04,gFlOo0,Withdraw,140061.98478896666
fubk6C,2023-02-27,W0eXwD,TDC,119193.23500702965
8iFlcy,2022-06-12,hEnKlU,TDC,7335.193882954426
62E3NA,2021-12-21,djtEpN,Withdraw,146401.2302642748
yPKv26,2023-07-06,8CgmR5,TDC,113923.52333890347
ggvGYl,2022-02-14,0WVxZm,Deposit,70488.50489425106
1hexf5,2021-05-19,rwjhrG,TDC,104747.47831034234
gTDZyF,2021-03-10,I6g5h0,Withdraw,72452.50608816005
Mq4EjE,2021-08-29,31bzMg,Deposit,103448.61035239784
tvq467,2022-05-06,Un4ByG,Deposit,33190.365168273864
ObAc1T,2023-09-01,kKLvrI,TDC,114194.31080601487
bDHnGf,2023-06-27,zOGLAx,Domestic Wire,147697.41461432257
p5acil,2023-05-26,ArSIQF,TDC,20788.37108642048
NunGRU,2023-01-24,cFpSHe,Domestic Wire,95048.08615489757
GcveAr,2021-04-09,GyYjm2,Domestic Wire,126016.54334390252
dci7qM,2023-03-31,5fhf60,Domestic Wire,87218.54114568424
cxYCeS,2023-01-15,jKfDJI,International Wire,117283.65332486671
DojHPx,2022-11-07,IjL6vn,Domestic Wire,101691.91464571074
AmLKk6,2022-05-12,VsByCb,International Wire,29405.33873597115
54bOJl,2022-08-22,q5J3qk,Deposit,71076.46805108036
Yypflg,2024-02-07,Ym6ksr,International Wire,28517.226452317038
Zvp53j,2021-02-07,teCx71,International Wire,144614.2388642708
sL0Ybq,2021-07-01,C2Veil,Withdraw,138381.84137738872
ZYAyah,2022-11-06,QSoHND,Deposit,111889.32910074918
IZEt8y,2023-08-02,tP2QGv,Deposit,135536.8608664459
IsBSbz,2023-10-30,gL2yuV,Withdraw,92350.0337127573
zDFQe8,2021-07-27,s9ljrE,Withdraw,64870.16497149648
V6aG5a,2021-08-09,5Uuht9,Withdraw,78578.23017839315
aheABR,2021-02-18,8zxpRv,International Wire,49575.52251665803
rgjQBe,2021-07-04,DFnQXL,TDC,41533.8758061688
r9gG9S,2024-01-01,u4IPSJ,International Wire,123272.54853055156
ry2YZ9,2022-10-30,csI34x,TDC,142160.22116909365
9rimzH,2022-01-21,PoOyGW,International Wire,111038.68452971961
VWw9FO,2021-02-19,t1oi4b,TDC,53713.527712873365
v2s83i,2023-09-05,hpJODn,Withdraw,64885.22130903866
dYrzP7,2022-02-27,Cp5iGL,Deposit,35993.349893061335
p4QGXh,2022-02-15,Djepwo,Deposit,38258.80879124882
fG6Ju6,2022-08-20,XqSB8E,Deposit,72216.56595076344
zzwK9z,2021-06-29,oP4VZ1,International Wire,79893.44516594686
vweKBq,2022-06-19,xXUpC5,TDC,94385.39256446931
eY9Zz7,2022-03-30,fLdm9T,Withdraw,109386.71316084101
Vpj6ke,2022-08-04,Ss7EQE,Deposit,23226.8747271966
Mr2gTh,2023-08-16,yfwVcu,International Wire,94265.17921436869
44h5KM,2023-09-17,RVUHed,Deposit,51246.68849392905
pCsCO0,2021-10-22,ueZPU3,TDC,7562.037323178333
HHZiy5,2024-03-03,8fP5J5,Withdraw,72187.66036601078
e7ckNQ,2023-04-22,4YpaDX,International Wire,39401.20729925321
W8xLVp,2023-04-22,sVf2qD,Deposit,95388.42660265775
MDJzL7,2021-04-03,0BvzfC,TDC,43541.63828242325
AVMN6F,2022-06-11,uUNRPS,International Wire,124581.47696520899
BNBoYq,2023-03-12,XVv8Gs,International Wire,80488.02309362403
pq4u4H,2023-05-08,SNOo0o,TDC,120165.10172071001
OVksDu,2021-01-22,IeiP4W,Deposit,16117.481169277653
P3pHuT,2021-09-08,GNWkIN,International Wire,36918.935335453636
61MZqx,2023-02-09,7d7lap,Domestic Wire,88537.2260880345
1lg6RE,2021-02-04,lFP62h,Domestic Wire,33935.50165264797
5ejXGI,2023-09-17,L0gmbD,Deposit,110063.67762090558
pe5KKZ,2022-02-05,t2cbih,Deposit,65684.68832138163
WpYI91,2022-05-31,osTPmQ,Domestic Wire,10166.944348221352
Jhh4Dd,2021-08-02,cMhnPE,Deposit,149999.22562227433
BrGYmR,2022-06-19,UiWTWF,Domestic Wire,47306.35195529168
3GS15b,2021-06-04,aoaoiA,Domestic Wire,138106.96857593858
NxLf2t,2023-08-11,kGIjRc,Withdraw,138706.3916953384
AOG94s,2023-05-22,5fMfkU,Deposit,70538.30681504193
uxCgfc,2022-10-11,x1lIrS,International Wire,146312.90146406158
rz6uHA,2021-04-16,XSo6BI,TDC,121110.42494790633
UcQkVY,2022-01-26,ap7X9Z,Deposit,81968.51896929854
MFGi4M,2023-06-06,pLKbP7,Withdraw,130688.77978366254
HbBeJC,2021-06-11,NdFy3b,Deposit,29401.3465924724
hPR77Y,2023-03-20,Ihnamf,International Wire,72415.43577528307
T0HIkQ,2021-04-27,k45ChU,TDC,83526.2850169058
svH7kw,2023-06-30,na9chc,International Wire,129774.64141845546
77q0vb,2021-07-19,tcMXiK,TDC,116880.0329328074
fv4AUV,2023-01-24,pdkHhK,Deposit,33355.868997207144
0qxIht,2021-02-23,5PVcVh,Deposit,26938.427799475114
waRJz3,2023-03-20,AgQCUB,Withdraw,138833.2985209216
oPVuPv,2021-12-14,qD3ujo,International Wire,28311.63392941827
YwDdWr,2022-06-24,Rqdx5I,Domestic Wire,24413.893232692484
mCWIok,2021-05-31,D2Tj9C,TDC,74933.2186075179
blDL8F,2023-05-17,s2Wg5n,Deposit,956.2741810713087
LLR3wi,2024-01-04,Tz5IRR,Domestic Wire,57781.68347969372
65SqE6,2021-12-04,efRzbo,International Wire,17142.731433127145
otKeKG,2021-10-03,C39l2u,International Wire,147095.84109045594
dfguDD,2023-12-14,coYGBq,Domestic Wire,108562.6949100114
ek9Bar,2023-10-28,gjb1gT,Domestic Wire,99947.497843976
VLNyVM,2021-12-24,DIXsUI,Deposit,37225.2303939335
WrkTQs,2022-09-12,5C8gJc,Deposit,144278.74414565702
JDEDKa,2021-11-09,ztkvRO,Domestic Wire,79975.05557799197
UuYj6T,2023-08-04,BfPB5W,TDC,85591.53070437454
tuBjJO,2023-12-21,CMXWJ7,TDC,113040.36906665057
8WTI9P,2024-03-03,SKX8yX,Withdraw,90760.93786978674
vN2oqY,2022-11-13,zTSWBm,Domestic Wire,10005.764266193964
TkLKLe,2022-06-26,haqdNf,Domestic Wire,71159.1119682282
w9UAKy,2021-09-03,ApxlmK,Domestic Wire,42372.9525362824
7duXIc,2022-02-23,bU3Dqi,Deposit,135108.06011288194
JNplRs,2024-01-25,HWaQrH,Withdraw,89295.25222152694
em8Do1,2022-06-26,ahacBS,Domestic Wire,80311.84953218892
BIbeiv,2023-05-01,rTyUPq,International Wire,93959.65259988348
dgHUgy,2021-11-08,7rPAdO,International Wire,24363.852358650423
AtNS1g,2021-12-02,udqIO4,Domestic Wire,123160.62566671628
B2yeay,2022-12-25,EMIgHd,Deposit,108592.75168216115
0jqBgU,2022-05-03,AnwbP5,Domestic Wire,144090.9901620281
zvLOFA,2021-07-19,IHIuqe,Deposit,45577.105318303446
6ZrsEL,2022-03-07,VTuVZM,TDC,98978.20026415602
bSQbdP,2023-05-22,luiJ9B,Deposit,94676.18439811084
wAoDI1,2023-10-30,HO8Y66,Deposit,17138.701731449066
aGf8y2,2021-01-01,XN6uit,Withdraw,129325.5226574469
20WFJO,2021-05-10,3FQCBt,TDC,122652.08747966634
GAY9pH,2023-10-23,TfKQiL,TDC,2331.77503463205
8c6Hyd,2022-05-25,r3AFD7,TDC,112134.91094640699
eVVRX9,2022-04-25,4LdKpC,Deposit,85675.42603932186
a56OCU,2024-01-03,ssXeyb,International Wire,135695.14755460568
99968U,2022-05-18,IkV3On,TDC,70838.63832734419
M9DgtO,2021-02-24,Zoi0Hx,TDC,83772.41558223523
dfJyFQ,2021-05-12,uRoElF,Withdraw,24564.27517961927
xC7fpT,2023-08-09,TrlEmY,Domestic Wire,116466.89866914049
6ucCo7,2021-01-22,RiAyfm,TDC,57700.84040669825
aDCtuf,2022-03-31,gYT72D,Withdraw,95765.97227048728
EffbKw,2021-06-28,byc50h,Deposit,28179.287550875615
yroTct,2021-09-16,Oog2Iv,Deposit,5057.870279026042
0Lu2ZM,2024-01-11,CNC4kS,Deposit,55015.18495550369
8OZI1R,2022-03-04,fJI2yD,Withdraw,85898.08759457905
D5ZPP7,2021-11-09,v13xhP,International Wire,66436.06773639558
xVqpWv,2023-03-08,hXqH4c,Domestic Wire,61351.24977197523
IAerhE,2023-05-12,u6OmmP,TDC,92963.98800817787
sICaRn,2022-06-23,TkSLu7,International Wire,17000.115096010173
E5UwRz,2022-11-29,DMZ1LN,Domestic Wire,98538.1941010005
z6k8on,2021-05-19,oAuWBQ,Withdraw,136067.63284872338
wAp3IB,2022-10-07,XfhQfX,Deposit,52409.749070335274
iE2cMR,2023-02-20,0CC4Rq,Withdraw,120428.876469445
qbzHGP,2023-04-07,Tphmqi,Withdraw,65645.88220891354
OafV98,2022-09-28,RWGvk9,Deposit,3594.870200536597
lBJ5cA,2021-07-10,M8t4US,TDC,146098.78816418388
herhS5,2021-05-05,eBsO2U,TDC,78048.8244090431
pq2WHi,2023-07-12,DmJ8lr,Domestic Wire,95178.6261480483
TYQbAg,2022-12-21,fj2b23,Withdraw,118773.60864704043
FDEgOz,2022-05-19,sjfrZp,Withdraw,94218.68022108656
ZugLNj,2021-09-28,FtFcuo,Deposit,143684.18430391964
qfXEZM,2022-04-06,s3rF8r,International Wire,147967.7912449421
YOWEKD,2022-01-10,NJxTsj,International Wire,127338.50568834017
Pt7fG0,2023-09-04,VnAgRI,Deposit,1718.8998181286815
mhcYsd,2022-11-10,tapOjB,Deposit,11832.150707592851
qUJHyp,2023-11-13,LR7P27,International Wire,112243.28237020665
yE4ttu,2023-12-22,0QgqM6,Withdraw,38513.828883299415
BvGNXb,2022-03-22,bO47pm,Withdraw,117834.11764767
5FPbIg,2021-02-18,HuMb1B,Withdraw,107192.81838562414
UzH2GP,2021-02-05,uWEcJK,International Wire,107241.6201120196
lNebEq,2021-01-13,p3DwNn,International Wire,12854.574370018834
9f7nyu,2023-09-19,bjbmmW,TDC,81979.45496329923
91bhyJ,2022-02-23,HfG175,TDC,122756.66592674504
cdwapi,2021-04-29,ZOO3p9,Deposit,30928.24971574627
PT1OHs,2023-10-25,JjBi2B,International Wire,118650.18168422856
5NOjoi,2022-05-02,oE0tzu,Deposit,132530.9132887417
ST6FPI,2022-05-08,urk70h,Deposit,128924.33759209186
FUCzrK,2023-05-02,4IwcFU,TDC,20806.302613125314
9aD2kS,2023-10-13,UpcOMo,International Wire,144168.04206416104
jVVGts,2022-03-23,NbaPXE,Withdraw,83178.12430351153
23LHUd,2021-03-17,DqoRxc,TDC,25814.232649864465
xRPwcS,2024-01-06,BetrYJ,Deposit,48771.63767108653
OotyDl,2022-01-22,xzHifB,Withdraw,59062.033293288965
FXmwbC,2023-12-12,CJmZyb,Withdraw,18304.453552934454
HJx4h0,2023-03-14,8qk7mQ,Deposit,30394.071548591193
tbXlGz,2021-08-06,ClYQ8G,International Wire,73738.79115304831
IpX4vE,2022-02-08,9gdbX0,Withdraw,5818.654981721606
MAHhsq,2023-07-17,8tXoct,International Wire,95518.17314922028
Wge3nH,2021-03-29,OVUGow,International Wire,22609.311123666423
WNTvGp,2022-08-27,3Uzgi7,Withdraw,108991.51148611984
65GoVU,2022-10-13,WRaDCn,Domestic Wire,60791.53626898437
tPFyZA,2022-03-13,yb7g7B,Deposit,64570.992171729005
PHqLdm,2023-06-24,HRGE6M,TDC,44829.50311200625
bl0B4Q,2021-12-17,V1OsKv,Domestic Wire,53158.712902228515
cFQm05,2022-01-29,6F62R6,International Wire,146142.79639268224
M23546,2022-05-01,Q5qkGl,Withdraw,141739.25014417988
H0UNOF,2023-04-08,HwvcpI,Withdraw,40972.598983600095
Sr49Is,2023-01-31,F8Azpj,Domestic Wire,73419.63427843161
QifVOm,2022-11-29,bzH6Ve,Domestic Wire,121105.83474656183
CmJra7,2024-01-06,EXE8br,International Wire,88776.29330258095
v7qtoV,2021-07-10,gtvPzH,Domestic Wire,10855.529479229657
mm3Cmg,2022-10-21,SmsFtm,Deposit,100087.81907178387
BYukuX,2022-08-05,oMZRgh,Domestic Wire,10873.864215448257
sG7UTb,2021-09-21,TLiHb1,Domestic Wire,3376.5724183578986
nbrq1V,2023-03-20,QI1qNm,Deposit,62425.64082634912
eof2Wz,2021-03-21,Daci2x,Domestic Wire,103029.24220127868
QXQ4xF,2021-12-25,5D0BeQ,TDC,103919.95181717188
6sLeds,2024-01-03,VKpQ0V,Domestic Wire,60483.75083732709
fuXQvU,2023-01-12,6CnQqX,TDC,95075.9194292415
ZPq47l,2022-08-20,mrtXky,Deposit,28893.57599706697
Ggq7U6,2021-02-17,c5kXcq,TDC,139666.09961041817
tuzjuj,2022-01-06,TLQzfE,Domestic Wire,120885.55415152042
nO6ixk,2021-05-06,wKuv6b,Deposit,74210.66092223214
6LJyXU,2022-04-24,zcXQYU,TDC,19219.03294529526
EeFjXJ,2021-06-02,opQGMB,TDC,28188.541840821068
Rt1PKP,2021-10-11,ulnure,Withdraw,83770.34268932909
kZQpjh,2021-07-19,Uzk4ZB,Domestic Wire,11939.776407447953
OF7ySy,2022-11-11,N9Kguf,TDC,88854.6748354186
4g1s8e,2021-01-24,ISI4uF,TDC,99269.52289796734
PXOjBj,2022-07-17,PbZPw9,Domestic Wire,94763.43844350213
SSXp4v,2023-03-28,flAmvx,Deposit,133360.13675632136
ib5Jy7,2022-10-05,tC4UqX,Deposit,39712.51411295303
rR5WOt,2021-07-13,l7aXBM,TDC,57683.87584713165
CqY0pC,2023-03-31,JoX6T4,Deposit,32417.091157728002
778p0l,2022-01-18,AtIQJu,Withdraw,106546.32590291732
suTVHF,2023-02-16,bicSYk,TDC,25581.072116447354
18EWgf,2022-03-14,uEHyPW,International Wire,40053.09209856844
XO9V47,2022-02-22,sTU5jE,International Wire,145745.67169385927
BHZyck,2022-09-20,LuZQtJ,Domestic Wire,89824.31589592602
khJDoz,2022-11-02,3Cv9oe,Domestic Wire,49445.474295985376
LuA8wx,2023-01-02,aXAmDP,International Wire,35360.292191215485
YCReGa,2023-12-20,P60adR,International Wire,97667.39934798355
arJhtM,2021-04-01,Qv9Yxv,International Wire,12296.166791974536
6FJIt1,2021-09-13,LzUUrr,TDC,9607.069282569846
t7eWDL,2024-01-07,9h1vRd,TDC,32767.442189991176
aGP8A5,2023-03-26,uHo0uM,Domestic Wire,11138.913131045045
6syLYJ,2022-07-10,cr7q0j,Domestic Wire,117027.76467669154
BEb0Em,2021-11-11,yNjGal,TDC,41528.928077474906
KjXrla,2022-01-23,7nhxVh,International Wire,54659.03499670606
QjvOcs,2021-08-23,61ciDk,Domestic Wire,6729.504129854861
Ow8vZr,2021-12-10,4wPe3y,Deposit,34969.72702463835
8FqOZ5,2022-04-13,5acvEH,International Wire,13709.750843667502
86SZIk,2021-08-14,IzCRCu,Deposit,59483.58258628412
2Raf5q,2021-10-17,wLuaR7,Withdraw,74325.10792912375
sYygcC,2023-05-08,v1GqaP,Withdraw,60296.834972210396
TU2Euh,2022-01-24,bkvWcW,TDC,20262.93382264376
baxFsk,2023-04-26,2k9Vpt,Domestic Wire,30575.68754337336
GXZOIj,2021-02-12,appOVN,Deposit,35517.27499570537
5n78JE,2021-10-09,Xr8has,Withdraw,3728.992423020543
qLdVeG,2021-12-28,hHiUxe,TDC,107038.85300274145
PzHqvf,2024-01-27,fO1slt,Deposit,117985.48523760372
4kEHpE,2022-10-11,BCF17S,International Wire,29743.1813493552
alrUP9,2024-01-01,TvLqRV,Withdraw,138261.69400284853
aRMhWY,2021-09-01,xvX6eV,Withdraw,128942.4011422893
0qGj4H,2022-01-14,hBWcMv,Domestic Wire,89892.81935700674
Ph62X9,2023-05-20,CDlSEW,Domestic Wire,31725.70754071078
d6TBmd,2021-07-20,qnUyP4,International Wire,38997.08914256389
9rMC6P,2023-06-23,dzR4H2,International Wire,43021.27904881657
n7AGVZ,2023-11-25,9tBYhy,Domestic Wire,3869.7766958614197
yfLJ08,2021-09-18,45k3UX,Deposit,95451.6374700326
eMv5wx,2024-03-03,KY0mtI,Domestic Wire,13410.080000240392
XGwVRB,2022-01-21,RxuBhl,International Wire,4607.813333157838
GkezoC,2023-03-26,0TthI0,International Wire,61912.15415548125
nMuZH2,2022-04-11,zL6X5i,Domestic Wire,1454.9739394710818
9K7OTJ,2024-01-07,zduvwZ,International Wire,7397.17711003987
F8Kcc2,2024-02-27,US6OAV,Withdraw,149232.03705884638
qsq0tp,2021-02-02,LFKMjW,Deposit,110708.0688820588
TXqJTT,2024-01-27,VCe721,Domestic Wire,57838.48157711586
WybJc2,2022-12-17,wxNfV5,Withdraw,90041.26814235473
JEABKK,2021-11-07,gUAJ6i,International Wire,59277.67161358026
fmfXTI,2021-04-07,KPm4mr,Withdraw,49481.76807855467
B1BNQp,2022-10-03,HQrfrM,Domestic Wire,136337.17208877386
FjHrSl,2021-09-18,gq6g8d,Domestic Wire,60794.32415632421
eNQoqt,2022-08-15,oDkuH9,Deposit,63127.8506006055
nYGQLP,2023-02-25,ZUWuos,TDC,103110.04490612629
UqtOiq,2022-08-26,fOOrYz,Withdraw,129086.15636515169
uR0KBo,2021-11-27,qIQhNv,Deposit,9305.284142203327
AaKEGR,2022-08-21,H4tkoa,International Wire,73300.73602583486
N6nDMY,2023-04-09,sEwKu4,Withdraw,101125.39517303968
PSlsiO,2023-03-29,6E7dz7,Withdraw,62819.02746383466
LGi5BB,2023-02-06,ir63ug,Withdraw,124799.74503419519
lGYIeC,2021-06-10,mEv6Ta,Deposit,33084.84584689919
fYETTt,2021-07-16,67q6Be,Withdraw,14407.463093883152
Sq1MRM,2021-05-14,JANE0k,Withdraw,133851.57174543323
WiuOcy,2023-04-08,uvjwWf,Deposit,50669.387210270725
YFjkmV,2021-01-19,RWmrNQ,Deposit,9185.784363783156
OmYRQg,2021-05-07,o9vDNg,Deposit,10259.51431931948
DdHqn1,2021-01-17,mZlAZl,Domestic Wire,137560.0400377195
e9JrWH,2024-03-06,bck6cA,Deposit,42641.85642271659
aK9MlY,2022-01-13,sHCm3a,Domestic Wire,119547.27057771993
SqW8j4,2024-03-04,pnd3C3,TDC,45898.24056737173
HbVMuY,2022-09-07,PXLdLv,Withdraw,54983.72390302187
uXdqk8,2022-12-01,0UOF36,Deposit,138033.87808802922
ZvhMPe,2023-11-14,r5qpZ3,TDC,7968.883149224923
Wucpco,2022-03-05,yBfn7M,TDC,21728.955258543854
AMVzLR,2022-10-03,ruOQcv,Withdraw,6372.624290943701
3skrdz,2022-06-21,PHZ5E4,Deposit,18608.310345481208
tYvVfo,2023-10-26,jtGlWf,Deposit,66792.45982108417
3pYjTv,2022-09-08,AK4wOv,Withdraw,8690.307958908274
VeB1yc,2022-02-06,Rg2GQ1,Withdraw,60173.87183369537
MQVdSd,2024-02-03,rKPp2n,Withdraw,63064.86256414949
ojFDJv,2021-04-30,PbSCYB,Domestic Wire,149425.14951948056
gIbrU9,2021-09-03,JQAD0a,International Wire,23684.694819097036
LEgWKS,2023-06-30,KJx0ft,Deposit,105712.84636038357
GF9dCU,2022-01-12,l2q9v6,International Wire,143348.5949367723
PUdzXh,2024-02-25,aLaCrr,International Wire,79566.20710493864
KMCzeg,2021-11-23,Fa5HDD,Deposit,67048.72286218937
mGzYZV,2021-03-12,G7ccsq,International Wire,51081.15491311802
Q9p1GS,2021-03-25,fhaQiI,International Wire,87673.21462015563
u9ikzx,2023-03-06,xuuPUl,Domestic Wire,149485.74382477117
miCa4U,2021-04-15,frRh0w,Deposit,35800.85988398825
REOnsD,2023-12-13,lgwO3O,TDC,147673.30985115288
JOgGA3,2022-11-25,kdZtM0,Domestic Wire,93313.93387827119
MNkXg0,2022-01-22,ePgH5C,TDC,73569.75616123837
wnMlX2,2022-12-01,DTuZFu,TDC,87334.57092938716
GI6XBi,2024-01-09,U5GnZ2,Deposit,130022.06075719051
fiUOMH,2023-10-25,F6WuZN,Withdraw,75552.87453735531
sdc57q,2021-07-28,pOWySe,Deposit,77109.43948804782
VOleP5,2023-07-21,mI0WeO,TDC,88761.553407363
VvbEjU,2023-09-01,yZS4MP,Deposit,24065.98610682864
81jTxb,2023-03-03,LBKtNI,TDC,3578.69215510604
KPs1V0,2022-03-26,pMqHxC,International Wire,83347.57299135154
1AaU4G,2021-01-21,sNLdDL,Domestic Wire,98112.14658449848
aheIZg,2023-07-19,UrDZIl,TDC,26799.09511860166
dYW81M,2021-08-18,g0IdT9,Withdraw,143350.6898184782
oN7lUG,2022-06-30,RX0oij,Domestic Wire,107252.51550474472
QsV0Jr,2023-11-02,FA4nMP,Domestic Wire,90744.90115373176
2hCvAR,2022-07-11,vE42f5,Deposit,102635.90276231871
hN3PAa,2022-07-25,V89uPL,Domestic Wire,103033.04037007353
9jpO2y,2022-04-07,1oDhmY,International Wire,133828.122065052
HSlx4B,2023-02-19,DXlZaw,Withdraw,73911.79690116608
V5yFT3,2023-09-24,12k0wo,Domestic Wire,111989.63902118804
efkjeP,2023-12-06,UOk9Lq,Domestic Wire,121856.92041789638
385hlV,2022-01-29,rPIFT2,TDC,60255.94208344
5a0dSI,2021-07-27,AEE23t,Withdraw,70204.908279338
xDbLJw,2021-02-04,bdZ6gO,TDC,80093.12536888703
PzG5sZ,2023-01-15,zQ7d2o,Domestic Wire,146136.79957233305
6W7eGQ,2024-02-15,qf9TC6,Withdraw,31984.27478188628
lxivWv,2021-11-07,wvsi5J,Withdraw,12605.331659615706
vcANSf,2023-08-04,WrZEvT,TDC,23053.139057357723
hpZsoR,2022-09-09,c20nWP,International Wire,77726.03640883535
YqjQwX,2022-06-12,LOUIjX,TDC,62230.00713133989
oGSpGP,2023-01-06,AhM5Li,International Wire,3847.0138437691194
4IMtbH,2022-04-14,prqsM6,International Wire,1133.4641379340756
m4p4Yd,2022-11-16,UkPVBR,Withdraw,54430.76085735003
OoZC4q,2021-08-05,2FoU19,TDC,113408.8230393882
lCWkaJ,2023-01-09,74WPql,International Wire,23274.47339154755
wjvkhr,2022-04-05,zyWeue,International Wire,35739.776133773725
8bjctJ,2023-12-25,Sw2b1x,Domestic Wire,106715.76120771018
CaTAVk,2022-05-31,tBtnyg,Deposit,33850.14341986711
Z1WwPO,2022-06-27,B2OY0n,International Wire,118697.95744439903
bUk4ec,2023-09-18,BqATiI,Deposit,49438.8812404752
QrUR79,2023-07-26,gSbHMf,International Wire,33857.157648332664
uPSbfw,2022-08-15,4S8y3V,International Wire,63129.686240306066
2tVGrX,2022-09-07,eSEJqR,TDC,131955.4836521248
